Source,Target,Type
UC3kxJQ9RfaS5CKeYbbFMi4Q,UCNAf1k0yIjyGu3k9BwAg3lg,Directed
UC3kxJQ9RfaS5CKeYbbFMi4Q,UCTU_wC79Dgi9rh4e9-baTqA,Directed
UC3kxJQ9RfaS5CKeYbbFMi4Q,UC_JQGBtA7P0RwkRxd7xpJcA,Directed
UC3kxJQ9RfaS5CKeYbbFMi4Q,UCkd4takjjF1EGD1TKIK2QiA,Directed
UC3kxJQ9RfaS5CKeYbbFMi4Q,UCE97AW7eR8VVbVPBy4cCLKg,Directed
UC3kxJQ9RfaS5CKeYbbFMi4Q,UCYrwEUIC3jX3ZISzg7BdpjQ,Directed
UC_JQGBtA7P0RwkRxd7xpJcA,UC-DvM-fdpkuy7Cupga3LOOQ,Directed
UC_JQGBtA7P0RwkRxd7xpJcA,UCNAf1k0yIjyGu3k9BwAg3lg,Directed
UC_JQGBtA7P0RwkRxd7xpJcA,UCE97AW7eR8VVbVPBy4cCLKg,Directed
UC_JQGBtA7P0RwkRxd7xpJcA,UCTU_wC79Dgi9rh4e9-baTqA,Directed
UC_JQGBtA7P0RwkRxd7xpJcA,UCa98aY7eenHS_YhehF-vuEQ,Directed
UC_JQGBtA7P0RwkRxd7xpJcA,UC3kxJQ9RfaS5CKeYbbFMi4Q,Directed
UC_JQGBtA7P0RwkRxd7xpJcA,UCkd4takjjF1EGD1TKIK2QiA,Directed
UC_JQGBtA7P0RwkRxd7xpJcA,UCYrwEUIC3jX3ZISzg7BdpjQ,Directed
UCkd4takjjF1EGD1TKIK2QiA,UCNAf1k0yIjyGu3k9BwAg3lg,Directed
UCkd4takjjF1EGD1TKIK2QiA,UCE97AW7eR8VVbVPBy4cCLKg,Directed
UCkd4takjjF1EGD1TKIK2QiA,UCTU_wC79Dgi9rh4e9-baTqA,Directed
UCkd4takjjF1EGD1TKIK2QiA,UC_JQGBtA7P0RwkRxd7xpJcA,Directed
UCkd4takjjF1EGD1TKIK2QiA,UC3kxJQ9RfaS5CKeYbbFMi4Q,Directed
UCkd4takjjF1EGD1TKIK2QiA,UCa98aY7eenHS_YhehF-vuEQ,Directed
UCkd4takjjF1EGD1TKIK2QiA,UCcw05gGzjLIs5dnxGkQHMvw,Directed
UCkd4takjjF1EGD1TKIK2QiA,UCpju9XlLS_bkhDK_70wpf0A,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCOkA5rfhQ1SHCQ5qOsYNvLw,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCJNH25X9d9Nc7h3Rd7cm7bw,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCPh2MCnz5DkRfJ6pQoh5EuA,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCh3MXtzwH-XP-BkzljzGFoA,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCOJ6G6WHidZWJWxN3IM8DPA,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCBJmon4kLySWOBeZEfn5bqA,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCNwJz8-bLJge72TzJu4ARUA,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UC_KRRBb1MIO6bJF5cQHJ-Hg,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCighVKKoCS7M56QknkH9Big,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCNemQKFQQZRbZNl_zh5DvwA,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCkLwEu80_dC9xo7Dn0ioybA,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCP4dPIYIzbuZEF5aYKCQ9qQ,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCLcxo0ysMP27XTiRKqrdASg,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCGXpQ-QUIQYW3819OOmSRkw,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCQRpKldwdkyBW3qgCVZNrMA,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCKXsR_4aXwnbDSXroVH0WfQ,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCNdNkUfhFfzBtKRU_5QgUvw,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCrbP0H9WGKWMq9rs4tl2GuA,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCTZmgpnjcu3CSUnmTw6kFUw,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCQAS3-i5z0UlteMC1hv45-Q,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UC0r0D0bi4TQBSnbdpkyZn3Q,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UClrBC0OlMWEuP-xJOwX1WQg,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCQ9XXjX0eNReH28Ass8E-hw,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCdkkQvJoB0kGgYHCYwSkdww,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCMETGBo07Ks2HIc4E-S7wqw,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCuP4Q6tljoA1c5IWyh5ws6w,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCPiQ_mEXdEbB-3Yhiq7gq5w,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCatRAjaTUYKjMwv7U6KIXIQ,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UChQxI-SzBQpZXJdSrE7F24w,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCzQV3HaxtpQe797UsRXDfwg,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCYE2UbQSCVAULnSajy4wjYw,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCd1aaOeOL3pCIvUUU_u5Jxg,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCTIoOLzT1jbxAcPW99xn0zQ,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCQGc-rKwOxUZsT7OEgx8JgQ,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UC8BjDleMFNvnikjAI6GdBPg,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCLvgKjPQG2z--Y8YriwrUPQ,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UC7P8EmfKuInuyvWH51YXwTQ,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UC6FrNJRbr-32LUTmYw1nHFw,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCGn-rPKkKlL0Mm3yrpjO4Pg,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCF9LcCkPbnCxiTQhbKa-xvw,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCXznG6whjIDvJW4mjdDi1Ow,Directed
UCt6B6bBEz0fGZIx6nVhhgjQ,UCcMrEZkNZeJ-QZChlmOYhHA,Directed
UC4RzyQJswXNxdcELnf5_n7A,UCwrOJ51lpb20YufpZwdcTkw,Directed
UC4RzyQJswXNxdcELnf5_n7A,UChq8GG2aMAuKVYLznv6haLg,Directed
UC4RzyQJswXNxdcELnf5_n7A,UCKbI6hvDKyxmWr-mT6jzyaA,Directed
UC4RzyQJswXNxdcELnf5_n7A,UCNuSTLLjPF9BDycwD-MkCqQ,Directed
UC4RzyQJswXNxdcELnf5_n7A,UCRmEJwAu_mqfYG2D633pfAQ,Directed
UC4RzyQJswXNxdcELnf5_n7A,UCaDVcGDMkvcRb4qGARkWlyg,Directed
UCqtpeVpGm_9v7ojaDsd0Iow,UCp8jqHP2is0Xtxs3ZYHXG2g,Directed
UCqtpeVpGm_9v7ojaDsd0Iow,UC1_KLxPp77e9izzDLQEOk7w,Directed
UCqtpeVpGm_9v7ojaDsd0Iow,UCacuAq3KgB6OcDsD16fakNg,Directed
UCqtpeVpGm_9v7ojaDsd0Iow,UCehncESv_sGNC7r_J6875zg,Directed
UCqtpeVpGm_9v7ojaDsd0Iow,UClaqV0MdRGBHBmhbjk9nN8A,Directed
UCqtpeVpGm_9v7ojaDsd0Iow,UCWbmrIdczfKciS_gKUWgVyQ,Directed
UCqXegyHlpSGpu4mrYo1tyPA,UC9nQ7miOaueVvDIF5bpc38w,Directed
UCqXegyHlpSGpu4mrYo1tyPA,UCSbWlfpOvAHTSDlEpOZ6L9Q,Directed
UCqXegyHlpSGpu4mrYo1tyPA,UCbSuZxuPY6zsWa9-yItJ82A,Directed
UCqXegyHlpSGpu4mrYo1tyPA,UCTghN4pE71SYikcDbbuv5eQ,Directed
UCqXegyHlpSGpu4mrYo1tyPA,UCjujUHQnQDiIbAiY_GGD8zA,Directed
UCqXegyHlpSGpu4mrYo1tyPA,UCqi0o7TH6yDEug9ddO0tJKw,Directed
UCqXegyHlpSGpu4mrYo1tyPA,UC05_iIGvXue0sR01JNpRHzw,Directed
UCqXegyHlpSGpu4mrYo1tyPA,UCg3EZVB7xs--cAg8K4KOF6w,Directed
UCqXegyHlpSGpu4mrYo1tyPA,UCdQvwubOWGRB8JyoEC7lSbA,Directed
UCqXegyHlpSGpu4mrYo1tyPA,UCCBGVeAveF6xPuoEnOJYLiA,Directed
UCqXegyHlpSGpu4mrYo1tyPA,UCWbTgc98h6eTjdydHVPJt-A,Directed
UCSbWlfpOvAHTSDlEpOZ6L9Q,UC9nQ7miOaueVvDIF5bpc38w,Directed
UCSbWlfpOvAHTSDlEpOZ6L9Q,UCqXegyHlpSGpu4mrYo1tyPA,Directed
UCSbWlfpOvAHTSDlEpOZ6L9Q,UCdQvwubOWGRB8JyoEC7lSbA,Directed
UCSbWlfpOvAHTSDlEpOZ6L9Q,UCUcyEsEjhPEDf69RRVhRh4A,Directed
UCSbWlfpOvAHTSDlEpOZ6L9Q,UCTghN4pE71SYikcDbbuv5eQ,Directed
UCSbWlfpOvAHTSDlEpOZ6L9Q,UCjujUHQnQDiIbAiY_GGD8zA,Directed
UCSbWlfpOvAHTSDlEpOZ6L9Q,UC40LQNV-a2ndsYAX947Wzyw,Directed
UCTghN4pE71SYikcDbbuv5eQ,UC8F7jkwz6PdZfiod0CTtVKA,Directed
UCjujUHQnQDiIbAiY_GGD8zA,UCNCktfoFAXtXnMlhjyc9SPA,Directed
UCjujUHQnQDiIbAiY_GGD8zA,UCOvivPrQ89bqcm1poufDxFg,Directed
UCjujUHQnQDiIbAiY_GGD8zA,UCTghN4pE71SYikcDbbuv5eQ,Directed
UCjujUHQnQDiIbAiY_GGD8zA,UC40LQNV-a2ndsYAX947Wzyw,Directed
UC40LQNV-a2ndsYAX947Wzyw,UCykSMqn5AlfKdGN_6zXDdMQ,Directed
UC40LQNV-a2ndsYAX947Wzyw,UChszVZuTDMHDd_B7T5SI7Dg,Directed
UC40LQNV-a2ndsYAX947Wzyw,UCTghN4pE71SYikcDbbuv5eQ,Directed
UC40LQNV-a2ndsYAX947Wzyw,UCjujUHQnQDiIbAiY_GGD8zA,Directed
UC40LQNV-a2ndsYAX947Wzyw,UC9nQ7miOaueVvDIF5bpc38w,Directed
UC40LQNV-a2ndsYAX947Wzyw,UCSbWlfpOvAHTSDlEpOZ6L9Q,Directed
UC40LQNV-a2ndsYAX947Wzyw,UCUcyEsEjhPEDf69RRVhRh4A,Directed
UC40LQNV-a2ndsYAX947Wzyw,UCQAJx37opI-4ICP9TKz2UfA,Directed
UCCiycy7lffjBkUjxdq-vjLQ,UC9nQ7miOaueVvDIF5bpc38w,Directed
UCCiycy7lffjBkUjxdq-vjLQ,UCqXegyHlpSGpu4mrYo1tyPA,Directed
UCCiycy7lffjBkUjxdq-vjLQ,UCg3EZVB7xs--cAg8K4KOF6w,Directed
UCCiycy7lffjBkUjxdq-vjLQ,UC4mHPIKWH4LpAu0LT3B3vBQ,Directed
UCCiycy7lffjBkUjxdq-vjLQ,UCnaEUWMTiEHBdLUElygZ7QQ,Directed
UCg3EZVB7xs--cAg8K4KOF6w,UC9nQ7miOaueVvDIF5bpc38w,Directed
UCg3EZVB7xs--cAg8K4KOF6w,UCqXegyHlpSGpu4mrYo1tyPA,Directed
UCg3EZVB7xs--cAg8K4KOF6w,UCCiycy7lffjBkUjxdq-vjLQ,Directed
UCg3EZVB7xs--cAg8K4KOF6w,UC4mHPIKWH4LpAu0LT3B3vBQ,Directed
UCg3EZVB7xs--cAg8K4KOF6w,UCnaEUWMTiEHBdLUElygZ7QQ,Directed
UC4mHPIKWH4LpAu0LT3B3vBQ,UC9nQ7miOaueVvDIF5bpc38w,Directed
UC4mHPIKWH4LpAu0LT3B3vBQ,UCqXegyHlpSGpu4mrYo1tyPA,Directed
UC4mHPIKWH4LpAu0LT3B3vBQ,UCCiycy7lffjBkUjxdq-vjLQ,Directed
UC4mHPIKWH4LpAu0LT3B3vBQ,UCg3EZVB7xs--cAg8K4KOF6w,Directed
UC4mHPIKWH4LpAu0LT3B3vBQ,UCnaEUWMTiEHBdLUElygZ7QQ,Directed
UC4mHPIKWH4LpAu0LT3B3vBQ,UCTghN4pE71SYikcDbbuv5eQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCRWskElXZvb3q0W5JopPTnQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCE59JfgJn06qFVHES99M_KQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCWoot1x_j6CgjZv9NY9upRQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCkPjHTuNd_ycm__29dXM3Nw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCG3mQRagegeLjQ6E2OBTZpQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCCAgcJaJa75V9-7NkBym4eg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCmJICzQIRqRIDQjWAbN7nYA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCtcUMxUSMWUNBfOaKUv5cjg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCEe12n7pL9Pl-i6qxBmpyeg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCBZzmufLDgOBVmghBX3F8YQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCXODYGeM_5RSfQidPQJ9Vuw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCIXAK3v6fgWHu0_jN8HmOUg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCcA6VnJdrELVbknANw5160g,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCbCp95FZ9-W9z3SO2DR1_tg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCQGUvYTiYrRLmfvDQ9TeeqA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCkY6OdWkIFwGeiWRSOP5gUg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCEJotpo1zw3oqZna84doZEg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCCd_I2mXkZ5LcP02cDx1ryw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCCOCydgU73hy-sJe3IUgbww,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCtyj_5NzmMze5bVQ0VSN8yQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCyyJV4_gO4QRG4w2MHfSc-g,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCsM-ZFKD_8vlDjfhKRNUk1A,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCq8mrpoerVBzVAqy7QTLm5Q,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCE7lTgXxtIXs6TXzGSQlZKQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC7lzZvH8CjLa2Cz7ZtF9FaQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCW-ldHHC5HLvWK7DNDSWdRA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC458QgNLCEJ1Sqtbkc0bHjg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCX7lYM8gTFB_kI6LRny2kJQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCMH_v9diO2IQax27YemIDbQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCxvpe9wlgTzvdGnpa14RHwQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCV3t7a2be1xTBMdDyHq1xbg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCGp7UkvHBmzhNR2SrJVsmuw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCHYMWsVnF_yoKRaHxdWMOVA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCxM0UN4r0igXru3bSro84Ng,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCFrvT80GaZd-KY7Ge6lHNjw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCQNKwa6vW__pkYujtRdLHHw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCU3UjFG2RPDP0kBqDTnHOOg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCKBp9gWKtoOYIRIQaCUna1g,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCI7xNqHySZc_Hives2ocvuA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCV5eHpcfnPzZhvwP_5iAp-g,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC3AqXmyeOPUPxDchLJ1_BpA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC7QXmpkGHKKSNx4RPKxF6Iw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCwqTIYOJpStr3fYHFBVKtlQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC7vXyDAQYhVmv_brjPXq7OQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCktosL7nYkJlBnb2qAQ6liA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC6LNM-PwxdNZZ_WfHFUUBkg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC7gGjB3b_ifcuqT9WZyxMJQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCFZy5G6j1ZmrqxEELW7wMNg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCfvSs_APnByQv4O8u2BDb3w,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCeWa3tMOJtSWwKmzSM27oAA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCW-vimPSRM9MTsMFsb9xzgQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC13K16beRVp3XQqGbEkIC1A,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCT6f7lT18WoV4JG698YrVkQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCyhwJ5YV5-NjzEx3dkPg1ww,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCOi679kMCOhvUxVIfc6BWvg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCSHzgRYflB7XS2lItf6UQ7g,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCgvgxQpbA0tg7o-bynoIFcQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC_PmDvbJIUkxUA23QUexBtA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCL7JeK9Z24b4dsWH-VUfbLA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC0tFwbsWiRBVqXVSZ5sB_oA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCQkeLp8Gu4oNAhGJskvCZwg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UChdYBQJD5EvkIrPXFJySflw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCA7c3bzbACx0P1qr5fpatcg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCpl3F4oyCvv60w8CdfHU-Cw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCrHEgxm41fmwwlrQW_lYUUA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCWCg4BANej1tf5imWkBVkUQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCdWOvoRCzhG-iMbTSDob7SA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCqA2RzFdFSPXmilOFIJgcvQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UChpSj_3dKH2zve17FOqqf7g,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCjbDldAL_NsB7EN8VKxHt-g,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCtguAKk0UJxBjvt0XgJht_Q,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCCS84tq6qv1Km2Jbj-L0p1w,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCR7nVAV8cH9aQDFo7Qp1CHg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC4zHhAs_pT7WhBgU-cLR2cA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCK_44aJIt-FD4eo-qJ9hWsA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCjVMKdmfoUrbOUt-pMf-OPw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCaXj-OScH7hL-N3S2CfhaPQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC9keQ1uKEX6sbnAX5XlLUzw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCCuEOQTZr41-o59xG8OScXA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCmDuaa89iUkv_KIbKbSjhlg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCPdW0f8H-AghPvLlCEVAICA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC6AdjfOX-R3ec1d5nJou3FQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCBiwn9xgYhfFxcy55nosJJQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCXMt0vKIVE5JJaXkJ6laL_g,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCTwO6yg72R1aL4NpUVvlpnQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCXLt6fVEWculLyQcWH1H3QA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCMe9RRlOpKQ_UPDy8PvRe0w,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCtCgJ0vtRLNPCE3nLKok3yQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCF1l5B-HWo5ggC9pcSoAZdQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCYmHr5tShwdhnqPU7Uj3nIg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC-LdFTRYOQKT-Mi7eyrxlaA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCvASErNl7QEcAF_aM1Jx0AA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC7Gq-DyRm0XiB3rXInVq8-g,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCnWZUmShp62NInvbc3txsEg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCmu-MBkpor06-a0Y1nifAdw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCWtOxJOTr8f_iXEP0PNVERA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCM1Bnpxipb8H4GJoITnJ0XQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCXnI7wpHJ-x8bafp1BK3DUQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCV3Zu3FOtrF6FK3CXdQ92Ww,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC8uYStXS2ElBFLZVfuYzIxg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCp45pfyCgkrx-chHkVcGChg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCUH5uajsvjan8wE6GWOrRJg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCUuPa167idU9mR0pUd-GKKw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCsevUTkahWoARHZ-GhZr8GA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCAWk2aPhIrFHjtP9y0dsJhA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UChseY2p3PZTVVg9SrQPRHog,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCHAfbyjRQDE7hPz9EnWZgiw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCwHONACLVwY8CQ6FCfyYL0w,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCqNWNMth1oUREiun7I0dSgQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC6vlIbH8AMCAt8eMSsEmvVg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCi6PZ5-aXuMKFTnQPeMVeNw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCA7G7bFVZxB5D9DrHKld2Ow,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCwrrZYXivnouLZXlivNxRvA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCyS8ssXkABrTyOGRADTzYAg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC1jlkEYorUcH6FMxVKIzvLw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC179IkHwzSmK3sSQiyMIIaQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC2iNlEcCr890e9j_wR7iPzA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCtU6pPAX2JPTORp6OWvco8Q,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCEPr3huxC4mEPN8NtIKVmxA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCaV2SZi9K5l6AWjUvS6OThA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCeIaXIVOqIRrcarMkPc05Pw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCFK7a4Nm1UW7_U_nUuf5XRw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCMni7qJl1ldiHEyLQxKjF0g,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCNaVRMgGoDL8XL6DSYbAHeg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCA3eFuPG9YK6aUj5pXa0Nxw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCIUYdIIld_2bsymqWDCdOFQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCCvcV9dGTlTu6KNxKyIug7A,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCk1qY09hkqTworXLBKd5M-w,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCCBGVeAveF6xPuoEnOJYLiA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC3TAqUdZld-6B76GqrFEV8g,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC7_w7iAUK6ysXrZkIVpt7kg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCzIZ8HrzDgc-pNQDUG6avBA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCotbpp8jxMclJ0s1kNHkXOw,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCX43bz1tmmyOQ4lXgLdI2rQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC8xquvuX_xi7rq_N_L06n5w,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCY_1RVvcICMND_K-3befqHA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCJGmak23fsMxdthjE5i1UlA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCerRdvyHWE3Fq3fk1HG5Vzg,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCOFENeirJL1PRqVojCK5dCA,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UC5ljgk-ZnRBrC4fnbSGVsDQ,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCH4dQFUsFlzz13fukvXW1Ng,Directed
UCeDNDFHGiePy0RxgnCqAnVg,UCDgfRACJSj5NIU-ykayWLKw,Directed
