Id,Label,isseed,seedrank,subscribercount,videocount,viewcount(100s),country,publishedat,daysactive
UCUHW94eEFW7hkUMVaZz4eDg,minutephysics,yes,52,5730000,275,5395508,not set,2011-06-20T18:20:09Z,4596
UCC552Sd-3nyi_tk2BudLUzA,AsapSCIENCE,yes,53,10500000,477,18832871,not set,2012-05-28T17:33:43Z,4253
UC4a-Gbdw7vOaccHmFo40b9g,Khan Academy,yes,54,8220000,8379,21083837,US,2006-11-17T02:12:21Z,6273
UCiOkLGlj4azqep3O_J0wLkw,ComedyLab GR,yes,55,646000,3526,2987279,GR,2011-01-30T18:54:50Z,4737
UCGaVdbSav8xWuFWTadK6loA,vlogbrothers,yes,56,3770000,2213,9826636,US,2007-01-02T01:04:26Z,6227
UClTKA4g2BdD2THYNJp1DMqA,ECDC,no,,49100,351,45530,SE,2010-06-04T12:24:45Z,4977
UC07-dOwgza1IguKA86jqxNA,World Health Organization (WHO),no,,875000,3476,1048897,not set,2005-10-25T13:14:08Z,6660
UCiMg06DjcUk5FRiM3g5sqoQ,Centers for Disease Control and Prevention (CDC),no,,638000,6506,4693984,US,2007-04-19T12:09:10Z,6119
UCBqIMmJ53QNXnNkhYNF-AFw,vaccinestoday,no,,743,261,17797,BE,2010-10-22T12:56:40Z,4837
UCsmqJ7u3r_gTNLmiSvTZ87Q,European Association of Hospital Pharmacist -EAHP,no,,1660,103,2320,BE,2013-11-14T15:04:25Z,3718
UC5t1Dmp9f-vHKyBkV0YDpRA,BMLabS Coffee and Chat,no,,761,68,557,GR,2009-05-30T11:22:33Z,5347
UCCdnN4v9Fia0pjUzYlUBsGg,The Children s Hospital of Philadelphia,no,,199000,1219,830137,US,2009-09-03T19:18:34Z,5251
UCXxuHuBUEtU-EVt_jNC9Psg,Pharma Scribe,no,,4710,103,6996,GR,2014-10-18T15:20:20Z,3380
UCd08ZkxIZtrxQcAt3FWr-5A,John Economou,no,,1750,43,879,GR,2014-03-28T23:24:08Z,3584
UC1ZXhPG1oQQ1rIJDlIXbAAw,Niki Kavvadia,no,,1940,86,1324,GR,2016-08-30T13:11:41Z,2698
UCVNoiuhM5htUME42ciWqZ6A,Zoopy,no,,24600,71,26197,not set,2008-02-16T19:55:56Z,5816
UCWKJAZQ7AU9UzuY8GAcpMew,Vasilis Ginos,no,,265,10,207,GR,2009-11-12T13:30:09Z,5181
UCJquYOG5EL82sKTfH9aMA9Q,Rick Beato,no,,3860000,1316,7212972,US,2006-05-23T21:13:57Z,6450
UCnkp4xDOwqqJD7sSM3xdUiQ,Adam Neely,no,,1760000,491,2320584,US,2006-02-04T19:50:40Z,6558
UCTUtqcDkzw7bisadh6AOx5w,12tone,no,,711000,358,519312,not set,2014-08-15T03:33:12Z,3445
UCh-PyMficPzVAihCJkFJVAA,David Bruce Composer,no,,288000,144,191216,GB,2009-11-19T11:00:53Z,5174
UCy0tKL1T7wFoYcxCe0xjN6Q,Technology Connections,no,,2190000,189,2686213,US,2014-11-09T21:54:10Z,3358
UCC2qOTfLMBqGkwxBhdRlLMA,Yiannis Konstas ( Γιάννης Κώνστας ),no,,1360,45,760,not set,2010-07-26T20:28:53Z,4925
UCCAeI-ImjUKXh0SC45n7Wvw,Greek Entrepreneurs,no,,33700,646,42243,GR,2019-01-08T13:16:13Z,1837
UC0-vwPmp-nmu_Huza_nq0AA,The Lancet,no,,56700,717,137632,GB,2012-07-23T15:49:26Z,4197
UC6jEF1orhgER1Nsc174FwTg,3D4Medical From Elsevier,no,,1580000,259,4507325,not set,2010-11-05T22:59:10Z,4823
UCnfPOvdkVXD3mlZ0a4EiNjA,Elsevier,no,,17200,164,28639,not set,2015-09-05T21:39:38Z,3058
UCbp_cl19joUzabi_Qq-qEdg,Elsevier Medical Books,no,,23600,559,19280,not set,2011-06-20T15:06:27Z,4596
UC5vHx2rPpI3PITVleKbpfcQ,Shiv Gaglani,no,,19000,3,33,US,2016-01-27T21:22:55Z,2914
UCj4fwpXgw-jyiZ4TPAdChbw,OsmosisVietnamese,no,,103000,205,68197,US,2017-04-15T00:30:12Z,2471
UCG-iSMVtWbbwDDXgXXypARQ,MedCram - Medical Lectures Explained CLEARLY,no,,1540000,513,1678920,US,2012-03-26T02:08:46Z,4317
UCqud2JSlc2qY0EazWPQl9Ig,PicmonicVideo,no,,173000,542,74973,US,2012-11-20T22:32:38Z,4077
UCOu39JmhrPrPFhEn-hZ9ifw,Armando Hasudungan Spanish,no,,9210,1,52,not set,2020-03-18T11:12:13.300923Z,1402
UCmoXpGV2ndEPw4qILnhJ6og,Dr. Minass,no,,76800,29,29003,AU,2016-03-23T07:32:44Z,2858
UCwRH985XgMYXQ6NxXDo8npw,Dinge Erklärt – Kurzgesagt,no,,2170000,138,2649424,DE,2014-01-16T14:37:18Z,3655
UCZcvCpFcLxOKGbMocVgLjEA,En Pocas Palabras – Kurzgesagt,no,,1610000,77,1190754,DE,2019-08-07T07:36:06Z,1626
UCzMHLUJ8xTqDq6xsk0N5IdQ,Tout Simplement – Kurzgesagt,no,,270000,43,88742,not set,2022-01-28T15:02:10.016297Z,721
UCIR1LQvYrHOWBpOGq5nFo0Q,आसान शब्दों में — Kurzgesagt,no,,43100,43,4821,not set,2022-01-28T16:05:26.04138Z,721
UCzw2KK537iRgsrYnWaEMs8Q,世界をわかりやすく – Kurzgesagt,no,,31600,44,4824,not set,2022-01-28T15:13:01.62173Z,721
UCCYb8bp7v9maNk5n3nfw-Lg,Em Poucas Palavras – Kurzgesagt,no,,358000,43,163483,not set,2022-01-28T14:53:21.394467Z,721
UCn5ASYdp7CzbFH2qtqjIJ9w,بكل بساطة – Kurzgesagt,no,,34000,42,5633,not set,2022-02-01T10:26:56.666717Z,717
UC8rKCy_tipwTEY3RdkNCKmw,한눈에 보는 세상 – Kurzgesagt,no,,499000,44,168929,not set,2022-01-28T15:36:49.993865Z,721
UCoEAZNXets3kgOay3ztTc5Q,Αγγλικά Στο πρώτο θρανίο!,no,,39900,95,23731,GR,2012-04-10T14:49:37Z,4301
UC7eIxHHUPZaD7uREEa8CQ3w,Mαθαίνω πώς να Μαθαίνω | With My Teachers,no,,9010,1254,6333,GR,2022-02-10T16:14:38.658386Z,708
UCYf3OcCzB2KoE3p9-Z9stMQ,To Sakidio,no,,3560,40,2144,GR,2022-09-06T11:49:41.545515Z,500
UCp3koBkcAhvBa-98TvmZB2Q,ΤΡΟΜΕΡΗ ΙΔΕΑ,no,,16900,61,10133,GR,2022-06-29T10:03:22.694998Z,569
UC5ftZbVdju762l2VyC171uA,Right Society,no,,7550,306,7887,GR,2019-07-15T15:49:45Z,1649
UCeWftFrrogEeTcrUmSpUk6Q,Cognosco Team,no,,33000,200,43422,GR,2017-10-01T17:36:49Z,2301
UCna3Qx48izx8ODR0fLMk0hA,Agathi Christiana,no,,22900,56,19770,not set,2019-02-10T10:15:03Z,1804
UCMgX40BE8NXzYAjwiGy5khg,Simple Man,no,,6680,206,5165,GR,2007-11-16T15:31:07Z,5908
UCE0viBl2kEmnAgA0ZU7ozLg,Πόλεμος A.E.,no,,453,8,91,GR,2023-03-17T21:30:24.043545Z,308
UCm1Y_WtObZ2x_0VGc1X7XSg,CyDoN,no,,1480,163,3497,GR,2014-09-18T11:59:01Z,3410
UCgOqhYsIiQuj1HEIcOzwQdg,Δουρειος Ιππος Podcast,no,,3300,81,3312,not set,2021-12-17T14:07:03.640663Z,763
UCrpCBgU3UJ_TxK5cdUM-WVQ,Men Of Style,no,,163000,1373,692849,GR,2015-09-06T17:28:27Z,3057
UCLjhtMys-2MJX-64_P0rJOQ,Manos Gryparis,no,,34200,523,110897,CY,2013-10-07T12:05:52Z,3756
UCEM8mimgOIJZK46kpKThl3Q,Financial Greeks,no,,123000,721,16032,GR,2012-02-14T14:45:12Z,4357
UCtyqy6OSBEo7TcmtCOYD-gg,DxDutch,no,,123000,76,622445,not set,2009-02-26T16:09:49Z,5440
UCljCD9VDAO7TWUCyb69SL-Q,Dane Boe,no,,1660000,231,12928288,not set,2006-03-24T22:52:35Z,6510
UC1zZE_kJ8rQHgLTVfobLi_g,TKOR,no,,12400000,1600,34324554,US,2010-01-04T03:15:19Z,5129
UCtwKon9qMt5YLVgQt1tvJKg,Objectivity,no,,205000,286,151055,not set,2014-12-02T20:06:02Z,3335
UCtESv1e7ntJaLJYKIO1FoYw,Periodic Videos,no,,1590000,715,2834640,not set,2008-06-06T13:25:43Z,5705
UC9-y-6csu5WGm29I7JiwpnA,Computerphile,no,,2360000,803,2060729,not set,2009-04-10T21:59:58Z,5397
UCvBqzzvUBLCs8Y7Axb-jZew,Sixty Symbols,no,,883000,393,1036429,not set,2009-02-13T11:41:33Z,5453
UCo-3ThNQmPmQSQL_L6Lx1_w,DeepSkyVideos,no,,250000,183,144327,not set,2011-10-18T18:47:33Z,4476
UCCAgrIbwcJ67zIow1pNF30A,nottinghamscience,no,,126000,494,166745,not set,2007-09-09T00:09:19Z,5977
UCyp1gCHZJU_fGWFf2rtMkCg,Numberphile2,no,,250000,229,191907,not set,2014-05-06T08:43:44Z,3545
UCnQtJro3IurKlxp7XSPqpaA,bibledex,no,,32100,115,18461,not set,2009-08-12T10:36:14Z,5273
UC6sWKVFVfuyTk0FTPY4c62Q,TheSpanglerEffect,no,,437000,89,313772,US,2011-06-29T20:32:56Z,4587
UCA_kqRHsoKxPZ22PPkaGwjA,SpanglerScienceTV,no,,200000,492,509160,US,2010-06-30T18:18:45Z,4951
UC8VkNBOwvsTlFjoSnNSMmxw,Smarter Every Day 2,no,,640000,211,295825,not set,2012-03-17T16:52:57Z,4325
UC0tq0g5u2bo-TErZt7SJM6w,The Sound Traveler,no,,300000,24,35484,not set,2016-04-29T04:00:47Z,2822
UCVnIvJuTZqM5nnwGFpA57_Q,No Dumb Questions,no,,18700,85,3145,not set,2016-05-28T20:08:31Z,2792
UCQALLeQPoZdZC4JNUboVEUg,Jabrils,no,,495000,167,269256,US,2015-07-06T04:47:34Z,3120
UC7DdEm33SyaTDtWYGO2CwdA,Physics Girl,no,,3110000,249,3693375,US,2011-10-21T15:36:08Z,4473
UCCkFJmUgzrZdkeHl_qPItsA,Anne of All Trades,no,,326000,253,272866,US,2007-02-05T03:56:25Z,6193
UCPZiqlNI3RLyF47QTdq93GQ,Uncovered,no,,1640000,0,0,US,2012-12-13T14:51:20Z,4054
UCP6T93Fe7qKYlvb_5Cs8Z4g,Sky Cinema,no,,728000,424,252646,GB,2013-12-16T16:13:20Z,3686
UCg53HWQKuqaAV2u-Acwn7-g,AlltimeGaming,no,,358000,0,0,GB,2015-09-15T15:29:51Z,3048
UCEbU52pOVZ_JNsfQGT0OcHA,101Facts,no,,629000,377,1170778,US,2015-09-29T10:06:23Z,3034
UCbWUEnTRHb3bRdrnovq8iuA,Football Daily,no,,1940000,4786,8524835,GB,2011-03-14T17:00:22Z,4694
UCykERqO6KgqYF6t3l_hNVfQ,Euro Football Daily,no,,467000,2394,1835130,GB,2015-11-19T14:37:44Z,2983
UCQDOCKAxfpGz0651lfVFx0g,Squad Goals,no,,24200,73,10964,GB,2017-10-11T09:40:45Z,2291
UCX8Rig7syHiCNfbllCjQsTQ,VYB,no,,75400,196,64612,GB,2017-03-17T18:17:05Z,2499
UCCh7U3drvcpmgku2lxrPKhw,Draw My Life,no,,994000,0,0,not set,2014-09-08T16:20:45Z,3420
UCcw05gGzjLIs5dnxGkQHMvw,Sky Sports News,no,,1120000,7684,6195821,GB,2017-08-03T09:36:40Z,2360
UCYaxFu7vpNPPbF5lM8PYONw,Dave & John,no,,44600,0,0,GB,2016-05-27T15:27:33Z,2793
UC5OrC-r3q_-MTANVJaTXgRQ,Alltime,no,,164000,0,19,not set,2013-12-03T11:31:03Z,3699
UCOmYJqve50YoTdmIAsFK6XQ,Bloom,no,,5830,0,0,GB,2017-03-17T18:14:25Z,2499
UCZOVdmfatIcyt2Db_06HLsA,LOS 10 MÁS,no,,9900,125,27198,MX,2013-10-02T13:22:32Z,3761
UCqNb2NdEHGjdCCJGLRJB-6Q,Top 10 Videolar,no,,21200,82,71102,not set,2013-11-22T17:58:36Z,3710
UC9nQ7miOaueVvDIF5bpc38w,TopZehn,no,,1610000,645,4936737,DE,2012-07-24T10:54:14Z,4196
UCCBGVeAveF6xPuoEnOJYLiA,Topowa Dycha,no,,1240000,997,4528904,PL,2014-04-25T15:11:47Z,3556
UCCIz_Hd8SKFvyzzDMzDjU9g,Топ Десять,no,,30000,87,51005,not set,2014-04-03T08:20:18Z,3578
UCWbTgc98h6eTjdydHVPJt-A,TIEN,no,,275000,384,968213,NL,2014-04-17T13:38:03Z,3564
UCGRB1ZjIqAiaGwt-XLq9CnA,Sciencium,no,,322000,6,65775,US,2013-11-05T00:41:49Z,3728
UCgC4Nn0rqqdeqACnzaIMo_Q,The Slow Mo Guys 2,no,,846000,38,501326,US,2015-02-23T17:42:24Z,3252
UCXtxgWwk55kVJo9lCCZRdmg,Veritasium en español,no,,2060000,174,2879768,MX,2015-07-18T01:43:25Z,3108
UCo-UabaGleyY7a9saGSMNkg,Veritasium in हिन्दी,no,,24600,82,14286,IN,2021-02-09T19:06:28.1585Z,1074
UCOgK3J7WTOl5f5Fd51kcoSg,Veritasium 한국어 - 베리타시움,no,,164000,56,163370,KR,2021-09-30T07:11:38.925832Z,841
UCmW1gxCoUCyWBAMDJ0J1MbQ,Veritasium Russia,no,,10800,35,5239,RU,2016-11-07T08:00:40Z,2629
UCUQHsAYGhWhKUpy8MfE1ddg,Veritasium Italia,no,,5880,12,612,IT,2017-01-03T21:50:03Z,2572
UCxHeOI0pg0I0x4CFOyUni9Q,Veritasium auf Deutsch,no,,3940,9,741,DE,2021-02-02T23:01:50.875626Z,1081
UCmafpEjYI9WZH32DT0ebB1g,Veritasium Arabic - فريتاسيوم بالعربي,no,,17900,50,4287,EG,2020-11-03T00:48:01.422475Z,1173
UCp9fa8BLkst2gO_umj9BjYg,Veritasium Català,no,,989,31,182,ES,2022-01-02T18:22:59.084875Z,747
UCY6zVRa3Km52bsBmpyQnk6A,Vert Dider,no,,1950000,675,3002544,RU,2015-07-10T15:09:22Z,3115
UCoUXxtd712vGe5p5lBk_eMg,In59seconds,no,,1530000,47,1308972,not set,2009-07-19T16:45:33Z,5297
UCnmgSO_4g6QcRzy0yFeglyA,Grand Illusions,no,,2070000,1576,5843925,GB,2008-07-09T10:26:28Z,5672
UCkyfHZ6bY2TjqbJhiH8Y2QQ,thebrainscoop,no,,605000,219,368827,US,2012-12-17T19:15:31Z,4050
UCX6b17PVsYBQ0ip5gyeme-Q,CrashCourse,no,,15300000,1509,19093418,US,2006-05-20T02:43:42Z,6454
UCFk__1iexL3T5gvGcMpeHNA,Looking Glass Universe,no,,309000,75,108244,not set,2012-09-24T10:31:00Z,4134
UCZdaZ6i5RRLvRo6s5q9SCUw,BlinkPopShift,no,,6890,1139,10319,not set,2013-05-12T18:48:02Z,3904
UCt_t6FwNsqr3WWoL6dFqG9w,BrainCraft,no,,616000,247,289803,AU,2013-08-27T06:55:26Z,3797
UCeiYXex_fwgYDonaTcSIk6w,MinuteEarth,no,,2830000,352,4424935,not set,2011-10-20T02:21:51Z,4475
UCMnPZh6PyA5PSYoNt0cjuxg,MinutoDeFísica,no,,282000,81,153760,not set,2013-02-11T22:48:16Z,3994
UCUFOXx9UF0sqwtRrGxfy5ZA,MinutoDeLaTierra,no,,107000,46,65906,not set,2013-02-11T23:17:35Z,3994
UCspCdzaOYa7hW70w9rR-gzA,minutemandolin,no,,6940,13,1978,not set,2012-11-26T02:00:45Z,4072
UCG8q-OixC0dwcNSUboVAYqg,UnPuntoCircular,no,,51900,11,42677,not set,2012-07-10T18:51:00Z,4210
UCivA7_KLKWo43tFcCkFvydw,Applied Science,no,,833000,266,800647,US,2006-07-23T07:35:10Z,6389
UCTl0dASnxto6j2wlVs5Bs2Q,George Hart,no,,15400,64,17060,not set,2011-09-09T21:21:46Z,4515
UCBOUrcXLnI271yax25aRZCw,Sidenote Podcast,no,,41300,253,14359,CA,2018-09-05T15:55:11Z,1962
UCznHh6gk3ewFhaTZtdQFWWw,Greg and Mitch,no,,785000,172,663762,not set,2014-01-04T20:39:20Z,3667
UC2ri4rEb8abnNwXvTjg5ARw,Khan Academy Kids,no,,228000,231,141679,US,2020-03-19T20:57:32.452012Z,1401
UC2d07Q-sl0KKN-0XCUnA1jQ,Teach With Khan,no,,70100,60,10419,US,2018-08-17T00:35:41Z,1982
UCU0kWLAbhVGxXarmE3b8rHg,Khan Academy India,no,,703000,1582,714902,IN,2017-03-09T18:14:47Z,2507
UCGQO3uUEXBLwDjNSlWFVMVQ,KhanAcademyEspañol,no,,670000,7853,1805626,MX,2009-12-09T03:28:56Z,5155
UCXj2oSzwg6G0iBjKg33joMQ,Khan Academy Brasil,no,,607000,8188,973018,BR,2011-05-16T22:26:46Z,4631
UCmQThz1OLYt8mb2PU540LOA,The Art Assignment,no,,697000,231,375526,US,2013-03-08T02:05:43Z,3970
UCBbnbBWJtwsf0jLGUwX5Q3g,Journey to the Microcosmos,no,,874000,227,461301,US,2019-04-10T19:33:08Z,1745
UCabaQPYxxKepWUsEVQMT4Kw,Healthcare Triage,no,,446000,757,441249,not set,2013-09-29T18:09:00Z,3764
UCZYTClx2T1of7BRZ86-8fow,SciShow,no,,7820000,3570,19570894,US,2011-10-20T16:11:13Z,4474
UCrMePiHCWG4Vwqv3t7W9EFg,SciShow Space,no,,1440000,897,2149985,US,2014-03-10T23:00:24Z,3602
UCUdettijNYvLAm4AixZv4RA,SciShow Psych,no,,829000,413,752547,US,2016-09-02T20:31:53Z,2695
UC1RVRAdiSH4qxjBgxm_plng,100days,no,,46600,39,32051,not set,2016-08-11T18:31:53Z,2717
UCEozHN2uoprBmM2LSDDS7ew,hankgames,no,,163000,1539,402703,US,2010-11-16T02:11:25Z,4813
UCT7a_fVlSrjOs9jyvtH-uhA,WHO Eastern Mediterranean Region,no,,30500,1255,40596,not set,2016-03-01T09:56:19Z,2880
UCpNnv_kL4Jk8YG_VflnZpmg,PAHO TV,no,,165000,9121,561790,US,2007-11-28T16:40:34Z,5896
UCEFANWZOr1vqmhr5TzNEskw,WHO Regional Office for Europe,no,,15600,1669,27794,not set,2011-01-31T11:30:19Z,4736
UCH_y4KNm2oGh2EyR4U19X4w,World Health Organization South-East Asia Region - WHO SEARO,no,,22700,829,38971,not set,2012-08-28T04:29:53Z,4162
UC6LJqxyUlipQDnD6qpbltgg,World Health Organization Regional Office for the Western Pacific,no,,12700,587,31276,PH,2014-04-23T12:44:53Z,3558
UCDnssLRZPVLCecqun-V4AzQ,World Health Organization African Region,no,,10500,1071,9185,CG,2012-04-12T14:38:51Z,4299
UCIgEvHlQF7ppfcxhjhChRCQ,Faidra Eleftheriou,no,,280,25,244,not set,2020-06-04T12:53:15.382684Z,1324
UCmdvOqwm2gWfY2qUOjsLK0w,Η αλήθεια για τα εμβόλια,no,,675,11,118,GR,2020-12-09T16:19:18.612052Z,1136
UCO4-6tnGM2--Z7yX63bID8g,Farmakotrimmata,no,,964,15,4948,not set,2011-10-01T18:35:21Z,4493
UC2GLI6-_AJk14GSiL3XNsRw,Toothfairy Gardy,no,,55600,305,96788,not set,2007-06-11T22:48:29Z,6066
UCOLriJLYsYAYkzzTpJgfbdw,Black Velour,no,,122000,410,243866,GR,2016-01-23T13:06:33Z,2918
UCZwO33gM_3hUuYKgl1_aZDQ,Katerina Al,no,,1920,0,0,GR,2014-08-29T18:56:47Z,3430
UCBDsIIjcMs4XHvzqzZMqlJw,Angelos Stratis,no,,659,0,0,GR,2011-02-21T20:53:52Z,4715
UC3ZR8kjzs1pf6aH_SMiT3Pw,Moog Music Inc,no,,174000,607,394019,not set,2007-07-18T15:10:15Z,6029
UCtRkmSO4PrhJ4TzNOmFIwjw,Berliner Philharmoniker,no,,496000,1306,1959567,DE,2009-01-19T13:09:27Z,5478
UCcp-HjtmTMeIJ-0RrSHSGLA,Rick Beato 2,no,,314000,400,221019,not set,2017-07-20T01:30:52Z,2375
UCHjcEVdMjIOOlVhtTRq4sDw,DBC2 - David Bruce Composer 2,no,,5880,18,2328,GB,2018-11-30T07:18:48Z,1876
UCsT6uWNp0UUZMpa5zRZsdNQ,David Bruce Scores,no,,1900,5,297,not set,2013-08-09T19:34:34Z,3815
UCXoE1O1NB9HZO6eUhFZTAcQ,Elsevier for Life Sciences,no,,1020,86,394,not set,2009-06-16T14:05:21Z,5330
UCsXGd4MWlLwPiDEcy0gEJQQ,Elsevier Journals,no,,10900,549,5874,US,2007-05-17T18:06:57Z,6091
UCffqIj7ICiYccxNDPEEjHHg,Research Intelligence,no,,1760,242,394,not set,2014-01-16T09:25:15Z,3655
UChA7F1X8qnwPPmn6zjyELOg,Elsevier Clinical Solutions,no,,5750,134,7660,US,2008-10-13T13:11:06Z,5576
UCAYQ-UEPcQv3OIimdpOvYew,Elsevier SciTech Connect,no,,814,47,399,not set,2013-07-30T22:07:41Z,3825
UCYaEHKGOzuLyuKKoVu47vGw,Elsevier Editorial Manager Training,no,,4900,135,9819,not set,2021-06-21T17:25:19.271636Z,942
UCyrWweKwZ3diWkfm80ftANw,elsevierauthors,no,,3630,249,3273,not set,2011-05-04T20:18:44Z,4643
UCsR06Qx_cG-gZudSJZUkDnw,MedCram Clips,no,,2450,40,793,US,2021-01-23T04:32:27.252522Z,1092
UCTPDKMelGC1JTfrmUTQLi7g,MedWild - Wilderness Medicine  Survival  Rescue,no,,20600,86,11281,US,2012-08-26T03:38:18Z,4164
UCBuPLYJvU5sSHdDJHNeUdsQ,MedCram Arabic,no,,738,6,23,not set,2020-06-03T02:27:41.614027Z,1326
UC4PNwYudiWDyY_KqkLcl61Q,MedCram Português - Video Aulas Médicas,no,,593,1,10,US,2018-12-17T01:48:39Z,1860
UCrsu37b9aLLap4jnsEwiDxw,MedCram Español - Clases Médicas en Video,no,,32,1,2,not set,2023-03-22T01:05:23.731054Z,304
UCI4a-FsNTN__G0VAxj2ujTg,Γερμανικά Στο Πρώτο Θρανίο,no,,206,0,0,not set,2018-07-22T06:02:18Z,2007
UCRmv431HzS7_rZP9w6yvUJw,RaniaSchool,no,,89900,359,82957,GR,2013-06-30T14:08:23Z,3855
UCpianx5oihvYeLFqsLFmcoQ,Yupi land - Mαθήματα ζωγραφικής,no,,15100,423,28814,GR,2021-03-23T09:10:04.7719Z,1032
UCMHDCj8sLrTZHzvkTqZjISg,Right2TheBone,no,,8190,453,11428,GR,2020-04-30T09:19:43.931538Z,1359
UCnEi3jXgzSrF9m-Gk_dAAQw,Γαλανόλευκο Στέκι,no,,13300,99,4680,GR,2019-11-30T00:54:55.323203Z,1512
UCiTprfhGqOt1asWbyIOeqdA,RS Spec Ops,no,,745,75,817,GR,2021-04-20T14:50:04.124917Z,1004
UCQEJSYLkfrmWAz9DG5hccPA,Yannis Channel,no,,1490,316,792,DE,2019-12-02T16:30:30.530329Z,1509
UCFpjTJ4v4T3nrK_aQyK5y7Q,Cognosco Επιλογές,no,,6750,78,6873,GR,2019-05-18T11:30:53Z,1707
UCm_hLzz_bvWKdVFvIlCHbtQ,SLpress,no,,10300,333,20737,GR,2020-01-31T12:22:01.976009Z,1449
UCD9FWyIgb2RRJYecwAWlUWQ,Ιστορικός Περιηγητής,no,,43400,52,34613,GR,2020-07-03T10:45:48.383414Z,1295
UC8lXWl1rU5eHdoKPsFCHgEg,Διπλωματία και Πόλεμος,no,,10600,6,9964,GR,2021-10-20T11:12:40.085776Z,821
UCripRXFb6RekQ4AKC9VBssw,Historia Graecia,no,,7030,15,5508,not set,2020-08-17T13:51:58.672032Z,1250
UC2Cl2g2xFTZoAEldxYVzQFg,Geo History,no,,925000,94,1306946,BE,2018-02-09T13:45:58Z,2170
UCMmaBzfCCwZ2KqaBJjkj0fw,Kings and Generals,no,,3360000,1081,6811603,CA,2016-05-07T23:51:37Z,2813
UCvPXiKxH-eH9xq-80vpgmKQ,Epic History TV,no,,2190000,164,2493220,GB,2015-03-10T10:48:03Z,3237
UCiRiQGCHGjDLT9FQXFW0I3A,Academy of Ideas,no,,1660000,213,1143889,not set,2012-05-22T00:57:35Z,4260
UC82aziYdbBlV1prGBH336jQ,ΙΣΤΟΡΙΑ ΕΙΚΟΝΟΓΡΑΦΗΜΕΝΗ,no,,2390,21,2414,GR,2018-10-15T09:09:43Z,1922
UCp9ZtilfKJds0iWytR_pnOQ,Epimetheus,no,,651000,120,785676,US,2017-06-20T08:09:51Z,2404
UCMk_WSPy3EE16aK5HLzCJzw,NativLang,no,,1040000,200,1017557,US,2009-12-01T20:09:53Z,5162
UCwO-UgquohXwoe7f0e6lMnw,Invicta,no,,1470000,1402,2704287,US,2013-02-01T01:33:01Z,4005
UC510QYlOlKNyhy_zdQxnGYw,Simple History,no,,4670000,923,14013685,US,2014-10-01T19:38:21Z,3397
UCVFVvT2i_nQwaazoMm0n-dg,Archaeostoryteller,no,,10800,40,2517,not set,2009-08-10T23:25:43Z,5275
UC88WjsC0YhBqoeOJTvqTlDg,Ancient Athens 3D,no,,23100,46,36614,GR,2006-11-01T17:02:55Z,6288
UCnq8ExjovJKv9YfW9dVMbFw,Nenamyway,no,,19600,22,5094,GR,2017-03-05T20:00:31Z,2511
UCZfvS8kiUwuEvEui7Nnj8BQ,Lotof,no,,40900,492,265168,GR,2020-01-26T14:48:58.809813Z,1454
UCXFKXo5oRUJp2jMqlmEHU3Q,The Team House,no,,126000,370,276120,US,2013-06-03T04:12:00Z,3883
UClaMV0oJoDvY8rEa0OoODPg,GameWorld.gr,no,,87200,2651,256471,GR,2008-05-20T16:20:43Z,5722
UCcp9suUNmaBm5LzNJrP86Wg,Οι Πελλοί,no,,168,36,250,CY,2022-12-03T11:54:09.124567Z,412
UCPg5pD4mvjJscDrQs1bOung,PR World,no,,36,9,7,not set,2022-09-28T12:59:53.210209Z,478
UCW-aVc4fLGKbjoQDfk7pAZQ,Άμυνα και Γεωστρατηγική,no,,44600,3168,126478,CY,2020-07-13T11:06:11.022916Z,1285
UCATPZDReaPj_r36Ln252Qwg,UsersGR,no,,1970,236,19871,GR,2008-06-03T09:04:00Z,5708
UCk97PzGQ7I9KTa9FZKKT1nQ,GWShop,no,,70,6,16,GR,2021-05-26T01:35:29.703773Z,969
UC9fTEyGWH79CHr17d4-d1Sg,ZOTOS TV,no,,3890,521,2241,GR,2022-05-26T09:39:43.278922Z,603
UC-DBg0n94JRlxqTJe7V58fg,Pet Maniacs,no,,30,3,4,not set,2022-11-23T20:35:32.37085Z,422
UCsuNpzHP4OJsZRq3DbMwcfA,Christiana Thanou,no,,8560,27,4520,GR,2013-01-31T22:01:17Z,4005
UCAtmzEhyzKpr-q0UCNUb3qQ,Rio Premier cinemas,no,,30,4,11,CY,2019-03-14T16:26:23Z,1772
UCrZdRsLYdfEg8EIyhG1r48Q,SOUVLAKOS,no,,2880,176,6188,GR,2008-03-09T07:29:38Z,5794
UCANa7EO3GwG7fzEMO-fVRWQ,MeisjeDjamila,no,,1630000,1462,11141890,NL,2013-11-13T20:01:19Z,3719
UCLi8qtd3QLvXCZLyobiodiw,Micaela ミカエラ,no,,295000,374,527741,JP,2006-06-03T02:05:50Z,6440
