Source,Target,Type,Id,Label,Weight
UC2Cl2g2xFTZoAEldxYVzQFg,UCY0oLMDMo6dmf4jRiAXJGNg,Directed,51929,,1
UC2Cl2g2xFTZoAEldxYVzQFg,UCS77tC9ngk3Thge9BXUDe9g,Directed,51930,,1
UCMmaBzfCCwZ2KqaBJjkj0fw,UCCGvq-qmjFmmMD4e-PLQqGg,Directed,51931,,1
UCMmaBzfCCwZ2KqaBJjkj0fw,UCwqY9GjXBdSYeUZiinbFXyQ,Directed,51932,,1
UCMmaBzfCCwZ2KqaBJjkj0fw,UCXm9SBe5GM46NLFkubLqjGw,Directed,51933,,1
UCMmaBzfCCwZ2KqaBJjkj0fw,UCUovg_6zJZM5J9H1G7bTIcQ,Directed,51934,,1
UCMmaBzfCCwZ2KqaBJjkj0fw,UCbp8JMZizR4zak9wpM3Fvrw,Directed,51935,,1
UCvPXiKxH-eH9xq-80vpgmKQ,UCEMmqnod6rgtHes05Y6qZTA,Directed,51936,,1
UCvPXiKxH-eH9xq-80vpgmKQ,UCsog79tfkmgCbQQB_n23Xog,Directed,51937,,1
UCvPXiKxH-eH9xq-80vpgmKQ,UCJJebyhORW53caDVFUrTwGw,Directed,51938,,1
UCvPXiKxH-eH9xq-80vpgmKQ,UCUcyEsEjhPEDf69RRVhRh4A,Directed,51939,,1
UCvPXiKxH-eH9xq-80vpgmKQ,UCwO-UgquohXwoe7f0e6lMnw,Directed,51940,,1
UCvPXiKxH-eH9xq-80vpgmKQ,UC8MX9ECowgDMTOnFTE8EUJw,Directed,51941,,1
UCvPXiKxH-eH9xq-80vpgmKQ,UC510QYlOlKNyhy_zdQxnGYw,Directed,51942,,1
UCvPXiKxH-eH9xq-80vpgmKQ,UCT4layPPCzgR_99g5VYYvmQ,Directed,51943,,1
UCiRiQGCHGjDLT9FQXFW0I3A,UC1KmNKYC1l0stjctkGswl6g,Directed,51944,,1
UCp9ZtilfKJds0iWytR_pnOQ,UC0U9KMgFS2vcj1KiaCn6Irg,Directed,51945,,1
UCp9ZtilfKJds0iWytR_pnOQ,UCBkqDNqao03ldC3u78-Pp8g,Directed,51946,,1
UCp9ZtilfKJds0iWytR_pnOQ,UCTYmTYuan0fSGccYXBxc8cA,Directed,51947,,1
UCMk_WSPy3EE16aK5HLzCJzw,UCeCqpvJ2UCwC5PskCv_K5gQ,Directed,51948,,1
UCMk_WSPy3EE16aK5HLzCJzw,UCBgWgQyEb5eTzvh4lLcuipQ,Directed,51949,,1
UCMk_WSPy3EE16aK5HLzCJzw,UCG6tBbWzY_ZR4_rd72vp6CA,Directed,51950,,1
UCMk_WSPy3EE16aK5HLzCJzw,UCAcWL60lM0FwdExJwqtAa1A,Directed,51951,,1
UCMk_WSPy3EE16aK5HLzCJzw,UCaMpov1PPVXGcKYgwHjXB3g,Directed,51952,,1
UCwO-UgquohXwoe7f0e6lMnw,UC-aoMrWqVF09ZKKiWhLLReg,Directed,51953,,1
UC510QYlOlKNyhy_zdQxnGYw,UCPdc6bs3I8s6Y4QE_3g3MZw,Directed,51954,,1
UC510QYlOlKNyhy_zdQxnGYw,UCGUg3kP8pEPQu3b9gs0cisg,Directed,51955,,1
UC510QYlOlKNyhy_zdQxnGYw,UCvPXiKxH-eH9xq-80vpgmKQ,Directed,51956,,1
UCXFKXo5oRUJp2jMqlmEHU3Q,UCQ1TE_VefhBHNif_gbg8oMw,Directed,51957,,1
UCXFKXo5oRUJp2jMqlmEHU3Q,UCgOqhYsIiQuj1HEIcOzwQdg,Directed,51958,,1
UClaMV0oJoDvY8rEa0OoODPg,UCcp9suUNmaBm5LzNJrP86Wg,Directed,51959,,1
UClaMV0oJoDvY8rEa0OoODPg,UCQEPBJw8DQsSV_W4JXpNz4A,Directed,51960,,1
UClaMV0oJoDvY8rEa0OoODPg,UCLjhtMys-2MJX-64_P0rJOQ,Directed,51961,,1
UClaMV0oJoDvY8rEa0OoODPg,UCPg5pD4mvjJscDrQs1bOung,Directed,51962,,1
UClaMV0oJoDvY8rEa0OoODPg,UC-DBg0n94JRlxqTJe7V58fg,Directed,51963,,1
UClaMV0oJoDvY8rEa0OoODPg,UCrpCBgU3UJ_TxK5cdUM-WVQ,Directed,51964,,1
UClaMV0oJoDvY8rEa0OoODPg,UCsuNpzHP4OJsZRq3DbMwcfA,Directed,51965,,1
UClaMV0oJoDvY8rEa0OoODPg,UCATPZDReaPj_r36Ln252Qwg,Directed,51966,,1
UClaMV0oJoDvY8rEa0OoODPg,UCuQMNlu9eG4ehEdTxVuOaxA,Directed,51967,,1
UClaMV0oJoDvY8rEa0OoODPg,UCP44SL8qiB4C6dJ_Fz5LXgQ,Directed,51968,,1
UClaMV0oJoDvY8rEa0OoODPg,UCNH6wa8p0yZQT2j9w6Itwnw,Directed,51969,,1
UClaMV0oJoDvY8rEa0OoODPg,UCrZdRsLYdfEg8EIyhG1r48Q,Directed,51970,,1
UClaMV0oJoDvY8rEa0OoODPg,UCUUxyRtTi3hasmVfwEd_Yrg,Directed,51971,,1
UClaMV0oJoDvY8rEa0OoODPg,UCk97PzGQ7I9KTa9FZKKT1nQ,Directed,51972,,1
UClaMV0oJoDvY8rEa0OoODPg,UCAtmzEhyzKpr-q0UCNUb3qQ,Directed,51973,,1
UClaMV0oJoDvY8rEa0OoODPg,UCTUq3yop6uB2KAF2fLgEyOg,Directed,51974,,1
UClaMV0oJoDvY8rEa0OoODPg,UCkOH3L5WPodNwmFpQnxdDjQ,Directed,51975,,1
UCcp9suUNmaBm5LzNJrP86Wg,UClaMV0oJoDvY8rEa0OoODPg,Directed,51976,,1
UCcp9suUNmaBm5LzNJrP86Wg,UCLjhtMys-2MJX-64_P0rJOQ,Directed,51977,,1
UCcp9suUNmaBm5LzNJrP86Wg,UCPg5pD4mvjJscDrQs1bOung,Directed,51978,,1
UCcp9suUNmaBm5LzNJrP86Wg,UC-DBg0n94JRlxqTJe7V58fg,Directed,51979,,1
UCPg5pD4mvjJscDrQs1bOung,UClaMV0oJoDvY8rEa0OoODPg,Directed,51980,,1
UCPg5pD4mvjJscDrQs1bOung,UCEmy9PSZsuKouJlsurRzC1A,Directed,51981,,1
UCPg5pD4mvjJscDrQs1bOung,UCTNGD4xzxWOWWNAoZnXxhbA,Directed,51982,,1
UCPg5pD4mvjJscDrQs1bOung,UCAtmzEhyzKpr-q0UCNUb3qQ,Directed,51983,,1
UCPg5pD4mvjJscDrQs1bOung,UCcp9suUNmaBm5LzNJrP86Wg,Directed,51984,,1
UCW-aVc4fLGKbjoQDfk7pAZQ,UCDqM1dIIf3ykbrERt360wxg,Directed,51985,,1
UCW-aVc4fLGKbjoQDfk7pAZQ,UCt5iF_7sTLApFju6QRpeJEg,Directed,51986,,1
UCW-aVc4fLGKbjoQDfk7pAZQ,UC32ZVrd30EutMdMmgl5906w,Directed,51987,,1
UCW-aVc4fLGKbjoQDfk7pAZQ,UCnT_wIQOzNIoRyjLfHg76HQ,Directed,51988,,1
UCW-aVc4fLGKbjoQDfk7pAZQ,UCV1ns_yKSIC1zNkrrFLoXHg,Directed,51989,,1
UCW-aVc4fLGKbjoQDfk7pAZQ,UCLjhtMys-2MJX-64_P0rJOQ,Directed,51990,,1
UCATPZDReaPj_r36Ln252Qwg,UClaMV0oJoDvY8rEa0OoODPg,Directed,51991,,1
UCATPZDReaPj_r36Ln252Qwg,UCdIWQyesu_T6RmK_ADznOZg,Directed,51992,,1
UCATPZDReaPj_r36Ln252Qwg,UCLjhtMys-2MJX-64_P0rJOQ,Directed,51993,,1
UCATPZDReaPj_r36Ln252Qwg,UCsuNpzHP4OJsZRq3DbMwcfA,Directed,51994,,1
UCATPZDReaPj_r36Ln252Qwg,UCQEPBJw8DQsSV_W4JXpNz4A,Directed,51995,,1
UCATPZDReaPj_r36Ln252Qwg,UCk97PzGQ7I9KTa9FZKKT1nQ,Directed,51996,,1
UC9fTEyGWH79CHr17d4-d1Sg,UCmBD-cc4MDgwZ-Eoa0kQWGQ,Directed,51997,,1
UC9fTEyGWH79CHr17d4-d1Sg,UCLkq5cxPGnB4KoyjeHkgNVA,Directed,51998,,1
UC9fTEyGWH79CHr17d4-d1Sg,UC3t5CYZMhhOl0_8ATxCBrkg,Directed,51999,,1
UC9fTEyGWH79CHr17d4-d1Sg,UCKr68ZJ4vv6VloNdnS2hjhA,Directed,52000,,1
UC9fTEyGWH79CHr17d4-d1Sg,UC_F0q6i85C9-8RujTcI0SoQ,Directed,52001,,1
UC9fTEyGWH79CHr17d4-d1Sg,UC36MGPfPwOWafAXauiV4LdA,Directed,52002,,1
UC9fTEyGWH79CHr17d4-d1Sg,UCq3yya1Yl--SjRq73ewYCTw,Directed,52003,,1
UC9fTEyGWH79CHr17d4-d1Sg,UCz4I1dFwWluOHl91vIbFbgA,Directed,52004,,1
UC9fTEyGWH79CHr17d4-d1Sg,UCLjhtMys-2MJX-64_P0rJOQ,Directed,52005,,1
UC9fTEyGWH79CHr17d4-d1Sg,UCrVn2fQY_FkXU1EP1l-otHw,Directed,52006,,1
UC9fTEyGWH79CHr17d4-d1Sg,UC7r13zcQ2fc-tQ0tlJYhyNA,Directed,52007,,1
UC9fTEyGWH79CHr17d4-d1Sg,UC2kmEuyT4ZbQd1CjuxB5NDg,Directed,52008,,1
UC-DBg0n94JRlxqTJe7V58fg,UClaMV0oJoDvY8rEa0OoODPg,Directed,52009,,1
UC-DBg0n94JRlxqTJe7V58fg,UCLjhtMys-2MJX-64_P0rJOQ,Directed,52010,,1
UC-DBg0n94JRlxqTJe7V58fg,UCATPZDReaPj_r36Ln252Qwg,Directed,52011,,1
UC-DBg0n94JRlxqTJe7V58fg,UCUUxyRtTi3hasmVfwEd_Yrg,Directed,52012,,1
UC-DBg0n94JRlxqTJe7V58fg,UCsuNpzHP4OJsZRq3DbMwcfA,Directed,52013,,1
UCsuNpzHP4OJsZRq3DbMwcfA,UClaMV0oJoDvY8rEa0OoODPg,Directed,52014,,1
UCsuNpzHP4OJsZRq3DbMwcfA,UCATPZDReaPj_r36Ln252Qwg,Directed,52015,,1
UCsuNpzHP4OJsZRq3DbMwcfA,UCLjhtMys-2MJX-64_P0rJOQ,Directed,52016,,1
UCrZdRsLYdfEg8EIyhG1r48Q,UCLjhtMys-2MJX-64_P0rJOQ,Directed,52017,,1
UCrZdRsLYdfEg8EIyhG1r48Q,UClaMV0oJoDvY8rEa0OoODPg,Directed,52018,,1
UCsVcVkaoIeJilVSKVB7Vnxw,UCeQEKFH31vvD-InkTGSvCrA,Directed,52019,,1
UCsVcVkaoIeJilVSKVB7Vnxw,UCtyqy6OSBEo7TcmtCOYD-gg,Directed,52020,,1
UCsVcVkaoIeJilVSKVB7Vnxw,UC9KEmN8IdC2lQ-3GFVLK-7g,Directed,52021,,1
UCsVcVkaoIeJilVSKVB7Vnxw,UC0e3ennzBrYFoeTdlgAMgIg,Directed,52022,,1
UCsVcVkaoIeJilVSKVB7Vnxw,UCKPooXPEDqCYIUFpc46bNBg,Directed,52023,,1
UCsVcVkaoIeJilVSKVB7Vnxw,UCLat8CECTXsvUTsclmDdFGw,Directed,52024,,1
UCsVcVkaoIeJilVSKVB7Vnxw,UCLei0fGvnpNu5kK3Kwgn5UA,Directed,52025,,1
UCi-5OZ2tYuwMLIcEyOsbdRA,UCPLCyS8bVx6ar_A-C5Bj48g,Directed,52026,,1
UCi-5OZ2tYuwMLIcEyOsbdRA,UCkBFYqixUeHQWkPqioEHKCg,Directed,52027,,1
UCi-5OZ2tYuwMLIcEyOsbdRA,UC7tHXQXWImq_0I3PCQ8Udaw,Directed,52028,,1
UCi-5OZ2tYuwMLIcEyOsbdRA,UCt-nN3VHy6m5k1ynsPe6H_A,Directed,52029,,1
UCi-5OZ2tYuwMLIcEyOsbdRA,UCEL5p5IYp4WmVrL49EMfGEw,Directed,52030,,1
UCi-5OZ2tYuwMLIcEyOsbdRA,UCRgAYD4knSdlI2LQg8RnLew,Directed,52031,,1
UCi-5OZ2tYuwMLIcEyOsbdRA,UC__aU0JELhFwY6bxk3ee23A,Directed,52032,,1
UCi-5OZ2tYuwMLIcEyOsbdRA,UC3Q3L_5Z4KzkKKETZMbtQmQ,Directed,52033,,1
UCi-5OZ2tYuwMLIcEyOsbdRA,UCey_c7U86mJGz1VJWH5CYPA,Directed,52034,,1
UCi-5OZ2tYuwMLIcEyOsbdRA,UCKXIO8yPmSQMG2VLj7WPCpw,Directed,52035,,1
UCi-5OZ2tYuwMLIcEyOsbdRA,UCh5XSbwOuVMVKA9QdXwdNJQ,Directed,52036,,1
UCi-5OZ2tYuwMLIcEyOsbdRA,UCljCD9VDAO7TWUCyb69SL-Q,Directed,52037,,1
UCi-5OZ2tYuwMLIcEyOsbdRA,UCChA_C_5ghru0Mbhlqj5eBw,Directed,52038,,1
UCi-5OZ2tYuwMLIcEyOsbdRA,UCUQYeJ6D3qDlQkMboh-8-xw,Directed,52039,,1
UCi-5OZ2tYuwMLIcEyOsbdRA,UCZn8_RxsAEXcLMAcFHa1L2w,Directed,52040,,1
UC7tHXQXWImq_0I3PCQ8Udaw,UCi-5OZ2tYuwMLIcEyOsbdRA,Directed,52041,,1
UC7tHXQXWImq_0I3PCQ8Udaw,UCt-nN3VHy6m5k1ynsPe6H_A,Directed,52042,,1
UC7tHXQXWImq_0I3PCQ8Udaw,UCEL5p5IYp4WmVrL49EMfGEw,Directed,52043,,1
UC7tHXQXWImq_0I3PCQ8Udaw,UCX79u08rYt9A7TYgRTInDTA,Directed,52044,,1
UC7tHXQXWImq_0I3PCQ8Udaw,UCRgAYD4knSdlI2LQg8RnLew,Directed,52045,,1
UC7tHXQXWImq_0I3PCQ8Udaw,UC__aU0JELhFwY6bxk3ee23A,Directed,52046,,1
UCh5XSbwOuVMVKA9QdXwdNJQ,UCGbUE0VZaF8MSRbBf5B6SMA,Directed,52047,,1
UCh5XSbwOuVMVKA9QdXwdNJQ,UC7zpdqRtNfjvw-qT-WWdhxA,Directed,52048,,1
UCh5XSbwOuVMVKA9QdXwdNJQ,UCZ18GNLRBNeq6Lh33Jk3e1g,Directed,52049,,1
UCh5XSbwOuVMVKA9QdXwdNJQ,UCi-5OZ2tYuwMLIcEyOsbdRA,Directed,52050,,1
UCh5XSbwOuVMVKA9QdXwdNJQ,UC6nwBfrqSpq_FpQWoD0xYxQ,Directed,52051,,1
UCh5XSbwOuVMVKA9QdXwdNJQ,UCMgQwzHQrefJYo5GTIvhV0w,Directed,52052,,1
UCh5XSbwOuVMVKA9QdXwdNJQ,UCX9cOoiG3SfzXJlUaSVg5hg,Directed,52053,,1
UCSUyajSl8NgS-6l0Wv8JaaQ,UCjdoXS4L8ZN7ZyMmp7i3wng,Directed,52054,,1
UCSUyajSl8NgS-6l0Wv8JaaQ,UCQQHZWkEDNre8CbDpy_wdfw,Directed,52055,,1
UCSUyajSl8NgS-6l0Wv8JaaQ,UCN9wHzrHRdKVzCSeV-5RuzA,Directed,52056,,1
UCSUyajSl8NgS-6l0Wv8JaaQ,UC0v-tlzsn0QZwJnkiaUSJVQ,Directed,52057,,1
UCSUyajSl8NgS-6l0Wv8JaaQ,UC6mf3GrX8PL2pyiFK43LWWg,Directed,52058,,1
UCSUyajSl8NgS-6l0Wv8JaaQ,UCljCD9VDAO7TWUCyb69SL-Q,Directed,52059,,1
UCSUyajSl8NgS-6l0Wv8JaaQ,UCYoKN0FOSrHo1qf4ZqlM2CA,Directed,52060,,1
UCDsO-0Yo5zpJk575nKXgMVA,UCwq2U0M74JVfgqh9i7tYZ_w,Directed,52061,,1
UCDsO-0Yo5zpJk575nKXgMVA,UC3KpzBeoM8lDvn85m4szzfA,Directed,52062,,1
UCDsO-0Yo5zpJk575nKXgMVA,UCE5mQnNl8Q4H2qcv4ikaXeA,Directed,52063,,1
UCEL5p5IYp4WmVrL49EMfGEw,UCi-5OZ2tYuwMLIcEyOsbdRA,Directed,52064,,1
UCEL5p5IYp4WmVrL49EMfGEw,UCRgAYD4knSdlI2LQg8RnLew,Directed,52065,,1
UCEL5p5IYp4WmVrL49EMfGEw,UC7tHXQXWImq_0I3PCQ8Udaw,Directed,52066,,1
UCEL5p5IYp4WmVrL49EMfGEw,UC__aU0JELhFwY6bxk3ee23A,Directed,52067,,1
UCEL5p5IYp4WmVrL49EMfGEw,UCX79u08rYt9A7TYgRTInDTA,Directed,52068,,1
UCEL5p5IYp4WmVrL49EMfGEw,UCt-nN3VHy6m5k1ynsPe6H_A,Directed,52069,,1
UCQLJ4-yjsXMe3OKwqxJR1OA,UC1zZE_kJ8rQHgLTVfobLi_g,Directed,52070,,1
UCQLJ4-yjsXMe3OKwqxJR1OA,UCf9RdZvBJGQUjSCBMnXGAPQ,Directed,52071,,1
UCf9RdZvBJGQUjSCBMnXGAPQ,UC1zZE_kJ8rQHgLTVfobLi_g,Directed,52072,,1
UCNGSLqZab4TkgY8cnJQxgtA,UCtESv1e7ntJaLJYKIO1FoYw,Directed,52073,,1
UCNGSLqZab4TkgY8cnJQxgtA,UCoxcjq-8xIDTYp3uz647V5A,Directed,52074,,1
UCNGSLqZab4TkgY8cnJQxgtA,UCIThl1QA8ICaoYT630pn4IA,Directed,52075,,1
UCIThl1QA8ICaoYT630pn4IA,UCvBqzzvUBLCs8Y7Axb-jZew,Directed,52076,,1
UCIThl1QA8ICaoYT630pn4IA,UCtESv1e7ntJaLJYKIO1FoYw,Directed,52077,,1
UCIThl1QA8ICaoYT630pn4IA,UC-YO7JkqlrBsgMGiAlqQ7Tg,Directed,52078,,1
UCIThl1QA8ICaoYT630pn4IA,UCnQtJro3IurKlxp7XSPqpaA,Directed,52079,,1
UCIThl1QA8ICaoYT630pn4IA,UCCAgrIbwcJ67zIow1pNF30A,Directed,52080,,1
UCIThl1QA8ICaoYT630pn4IA,UC4_HPD_v8Id82lnBrX7w7lg,Directed,52081,,1
UCIThl1QA8ICaoYT630pn4IA,UCP16wb-IThCVvM8D-Xx8HXA,Directed,52082,,1
UCWUq6teKH18Iwuh41D75sQg,UCtESv1e7ntJaLJYKIO1FoYw,Directed,52083,,1
UCWUq6teKH18Iwuh41D75sQg,UCvBqzzvUBLCs8Y7Axb-jZew,Directed,52084,,1
UCWUq6teKH18Iwuh41D75sQg,UCCAgrIbwcJ67zIow1pNF30A,Directed,52085,,1
UCWUq6teKH18Iwuh41D75sQg,UCoxcjq-8xIDTYp3uz647V5A,Directed,52086,,1
UCWUq6teKH18Iwuh41D75sQg,UCo-3ThNQmPmQSQL_L6Lx1_w,Directed,52087,,1
UCP16wb-IThCVvM8D-Xx8HXA,UCtESv1e7ntJaLJYKIO1FoYw,Directed,52088,,1
UCP16wb-IThCVvM8D-Xx8HXA,UCvBqzzvUBLCs8Y7Axb-jZew,Directed,52089,,1
UCP16wb-IThCVvM8D-Xx8HXA,UCCAgrIbwcJ67zIow1pNF30A,Directed,52090,,1
UCP16wb-IThCVvM8D-Xx8HXA,UC4_HPD_v8Id82lnBrX7w7lg,Directed,52091,,1
UC4_HPD_v8Id82lnBrX7w7lg,UCP16wb-IThCVvM8D-Xx8HXA,Directed,52092,,1
UC4_HPD_v8Id82lnBrX7w7lg,UCtESv1e7ntJaLJYKIO1FoYw,Directed,52093,,1
UC4_HPD_v8Id82lnBrX7w7lg,UCvBqzzvUBLCs8Y7Axb-jZew,Directed,52094,,1
UC4_HPD_v8Id82lnBrX7w7lg,UCCAgrIbwcJ67zIow1pNF30A,Directed,52095,,1
UC4_HPD_v8Id82lnBrX7w7lg,UC-YO7JkqlrBsgMGiAlqQ7Tg,Directed,52096,,1
UC4_HPD_v8Id82lnBrX7w7lg,UCnQtJro3IurKlxp7XSPqpaA,Directed,52097,,1
UCRwr1kxjL-8m1L6mQXB2zSQ,UCtESv1e7ntJaLJYKIO1FoYw,Directed,52098,,1
UCRwr1kxjL-8m1L6mQXB2zSQ,UCvBqzzvUBLCs8Y7Axb-jZew,Directed,52099,,1
UCRwr1kxjL-8m1L6mQXB2zSQ,UCoxcjq-8xIDTYp3uz647V5A,Directed,52100,,1
UCRwr1kxjL-8m1L6mQXB2zSQ,UC9-y-6csu5WGm29I7JiwpnA,Directed,52101,,1
UCRwr1kxjL-8m1L6mQXB2zSQ,UCo-3ThNQmPmQSQL_L6Lx1_w,Directed,52102,,1
UCRwr1kxjL-8m1L6mQXB2zSQ,UCCAgrIbwcJ67zIow1pNF30A,Directed,52103,,1
UCRwr1kxjL-8m1L6mQXB2zSQ,UCWUq6teKH18Iwuh41D75sQg,Directed,52104,,1
UCRwr1kxjL-8m1L6mQXB2zSQ,UCP16wb-IThCVvM8D-Xx8HXA,Directed,52105,,1
UCRwr1kxjL-8m1L6mQXB2zSQ,UC4_HPD_v8Id82lnBrX7w7lg,Directed,52106,,1
UCRwr1kxjL-8m1L6mQXB2zSQ,UCnQtJro3IurKlxp7XSPqpaA,Directed,52107,,1
UCRwr1kxjL-8m1L6mQXB2zSQ,UC-YO7JkqlrBsgMGiAlqQ7Tg,Directed,52108,,1
UCRwr1kxjL-8m1L6mQXB2zSQ,UCIThl1QA8ICaoYT630pn4IA,Directed,52109,,1
UCRwr1kxjL-8m1L6mQXB2zSQ,UCNGSLqZab4TkgY8cnJQxgtA,Directed,52110,,1
UC-YO7JkqlrBsgMGiAlqQ7Tg,UCtESv1e7ntJaLJYKIO1FoYw,Directed,52111,,1
UC-YO7JkqlrBsgMGiAlqQ7Tg,UCvBqzzvUBLCs8Y7Axb-jZew,Directed,52112,,1
UC-YO7JkqlrBsgMGiAlqQ7Tg,UCnQtJro3IurKlxp7XSPqpaA,Directed,52113,,1
UC-YO7JkqlrBsgMGiAlqQ7Tg,UCCAgrIbwcJ67zIow1pNF30A,Directed,52114,,1
UC-YO7JkqlrBsgMGiAlqQ7Tg,UC4_HPD_v8Id82lnBrX7w7lg,Directed,52115,,1
UCiMRP7X5ImalOcee05aXnog,UCQALLeQPoZdZC4JNUboVEUg,Directed,52116,,1
UCiMRP7X5ImalOcee05aXnog,UCoyp8-TdLo_NQWqNI66sLYw,Directed,52117,,1
UCiMRP7X5ImalOcee05aXnog,UCeUaQ3qjk3SAHwVw01L-sNA,Directed,52118,,1
UCiMRP7X5ImalOcee05aXnog,UCEVqWlzjOOPgVjySBIHDbuw,Directed,52119,,1
UCoyp8-TdLo_NQWqNI66sLYw,UCQALLeQPoZdZC4JNUboVEUg,Directed,52120,,1
UCoyp8-TdLo_NQWqNI66sLYw,UCiMRP7X5ImalOcee05aXnog,Directed,52121,,1
UCoyp8-TdLo_NQWqNI66sLYw,UCeUaQ3qjk3SAHwVw01L-sNA,Directed,52122,,1
UCoyp8-TdLo_NQWqNI66sLYw,UCEVqWlzjOOPgVjySBIHDbuw,Directed,52123,,1
UCeUaQ3qjk3SAHwVw01L-sNA,UCQALLeQPoZdZC4JNUboVEUg,Directed,52124,,1
UCeUaQ3qjk3SAHwVw01L-sNA,UCiMRP7X5ImalOcee05aXnog,Directed,52125,,1
UCeUaQ3qjk3SAHwVw01L-sNA,UCoyp8-TdLo_NQWqNI66sLYw,Directed,52126,,1
UCeUaQ3qjk3SAHwVw01L-sNA,UCEVqWlzjOOPgVjySBIHDbuw,Directed,52127,,1
UC3KEoMzNz8eYnwBC34RaKCQ,UCJUn6QmXuFV9CkuJB9T7F_w,Directed,52128,,1
UC3KEoMzNz8eYnwBC34RaKCQ,UC7DdEm33SyaTDtWYGO2CwdA,Directed,52129,,1
UC3KEoMzNz8eYnwBC34RaKCQ,UCRix1GJvSBNDpEFY561eSzw,Directed,52130,,1
UC3KEoMzNz8eYnwBC34RaKCQ,UCiDJtJKMICpb9B1qf7qjEOA,Directed,52131,,1
UC3KEoMzNz8eYnwBC34RaKCQ,UClT-fyp4Kgd76hESsuLbksA,Directed,52132,,1
UCnrl3Wl2carejMopb-HtqmA,UCbWUEnTRHb3bRdrnovq8iuA,Directed,52133,,1
UCnrl3Wl2carejMopb-HtqmA,UCykERqO6KgqYF6t3l_hNVfQ,Directed,52134,,1
UCnrl3Wl2carejMopb-HtqmA,UCg_A0GUHVbwD-F6m0DpuhbA,Directed,52135,,1
UCnrl3Wl2carejMopb-HtqmA,UCpju9XlLS_bkhDK_70wpf0A,Directed,52136,,1
UCg_A0GUHVbwD-F6m0DpuhbA,UCbWUEnTRHb3bRdrnovq8iuA,Directed,52137,,1
UCg_A0GUHVbwD-F6m0DpuhbA,UCykERqO6KgqYF6t3l_hNVfQ,Directed,52138,,1
UCg_A0GUHVbwD-F6m0DpuhbA,UCnrl3Wl2carejMopb-HtqmA,Directed,52139,,1
UCg_A0GUHVbwD-F6m0DpuhbA,UCpju9XlLS_bkhDK_70wpf0A,Directed,52140,,1
UCg_A0GUHVbwD-F6m0DpuhbA,UCQDOCKAxfpGz0651lfVFx0g,Directed,52141,,1
UCpju9XlLS_bkhDK_70wpf0A,UCTU_wC79Dgi9rh4e9-baTqA,Directed,52142,,1
UCpju9XlLS_bkhDK_70wpf0A,UCcw05gGzjLIs5dnxGkQHMvw,Directed,52143,,1
UCpju9XlLS_bkhDK_70wpf0A,UCNAf1k0yIjyGu3k9BwAg3lg,Directed,52144,,1
UCpju9XlLS_bkhDK_70wpf0A,UCZ7wY7MRDSygp63HIEfdQZA,Directed,52145,,1
UCpju9XlLS_bkhDK_70wpf0A,UC_JQGBtA7P0RwkRxd7xpJcA,Directed,52146,,1
UCpju9XlLS_bkhDK_70wpf0A,UC3kxJQ9RfaS5CKeYbbFMi4Q,Directed,52147,,1
UCpju9XlLS_bkhDK_70wpf0A,UCkd4takjjF1EGD1TKIK2QiA,Directed,52148,,1
UCpju9XlLS_bkhDK_70wpf0A,UCa98aY7eenHS_YhehF-vuEQ,Directed,52149,,1
UCpju9XlLS_bkhDK_70wpf0A,UCIBNkFKpmUx0R4gDv6wqi-g,Directed,52150,,1
UCpju9XlLS_bkhDK_70wpf0A,UCE97AW7eR8VVbVPBy4cCLKg,Directed,52151,,1
UCpju9XlLS_bkhDK_70wpf0A,UCbWUEnTRHb3bRdrnovq8iuA,Directed,52152,,1
UCpju9XlLS_bkhDK_70wpf0A,UCykERqO6KgqYF6t3l_hNVfQ,Directed,52153,,1
UCTPL6jb0AX0-RTsl4v5GscQ,UCbWUEnTRHb3bRdrnovq8iuA,Directed,52154,,1
UCTPL6jb0AX0-RTsl4v5GscQ,UCNAf1k0yIjyGu3k9BwAg3lg,Directed,52155,,1
UCTPL6jb0AX0-RTsl4v5GscQ,UCZ7wY7MRDSygp63HIEfdQZA,Directed,52156,,1
UCz5cRxnhxRPPQKiFL52UBCA,UC7Sv93fy7R-KBIQx0ddH1-A,Directed,52157,,1
UCTU_wC79Dgi9rh4e9-baTqA,UCNAf1k0yIjyGu3k9BwAg3lg,Directed,52158,,1
UCTU_wC79Dgi9rh4e9-baTqA,UCa98aY7eenHS_YhehF-vuEQ,Directed,52159,,1
UCTU_wC79Dgi9rh4e9-baTqA,UC_JQGBtA7P0RwkRxd7xpJcA,Directed,52160,,1
UCTU_wC79Dgi9rh4e9-baTqA,UCkd4takjjF1EGD1TKIK2QiA,Directed,52161,,1
UCTU_wC79Dgi9rh4e9-baTqA,UC3kxJQ9RfaS5CKeYbbFMi4Q,Directed,52162,,1
UCTU_wC79Dgi9rh4e9-baTqA,UCE97AW7eR8VVbVPBy4cCLKg,Directed,52163,,1
UCTU_wC79Dgi9rh4e9-baTqA,UCYrwEUIC3jX3ZISzg7BdpjQ,Directed,52164,,1
UCNAf1k0yIjyGu3k9BwAg3lg,UCTU_wC79Dgi9rh4e9-baTqA,Directed,52165,,1
UCNAf1k0yIjyGu3k9BwAg3lg,UC_JQGBtA7P0RwkRxd7xpJcA,Directed,52166,,1
UCNAf1k0yIjyGu3k9BwAg3lg,UCkd4takjjF1EGD1TKIK2QiA,Directed,52167,,1
